target,text
1,The Navy's PT is nothing compared to the Army's.
1,I just saw @RealHughJackman on Despierta Amï¿½rica... He's funny
0,"@tommcfly We've been working hard at having Danny in trending topics. Now you're back, hes gone out of trends...  x"
0,@theoracle2  I won't even get to see u!
0,and I'm mad at my man!!  but I'm  a get the liquor flowing 2 wash away the madness well get back later hearts &amp; kisses
0,@delwilliams I had several today.  Best was meeting with @hophopkins one last time before he leaves for Oklahoma.
1,@Yiao - Feel free to mail the plans  Might help me shorten my document :-P
0,Neen up since 3am... hate having a bad dream   especially when they seem so real
0,"just woke up,grey goose morning breath"
1,"@Yuuka_Kazami  Can't promise you a thing, ze!"
1,"I think its time to go home for lunch, and sit in the garden for a short while"
0,@Ashmona12 why can't I drink?
0,Dunkin Donuts needs to start delivering! Im havin a fat moment but its raining outside
1,PLZ FOLLOW ME callin all people on twitter follow me and get my upcomein comments  PLZ
1,@Ankh hey Bored. I'm Dee  lol
1,@AliBee16 Just a general google search  I paid very little notice to it
0,one of my besties is gonna be living in pismo all summer!  im SO bummed!
1,"i can look out my window at my car  that's right, i made it to work alive. and my car is not a figment of any imagination. hehe."
0,"Been playing Fear 2 on housemates xbox in the dark. Great game, but bit scary for little boys like me who are home alone. Night"
0,"Gotta be up for a christening in 3hrs, not feeling good at all"
1,"@I_Skream Happy Birthday, sorry couldnt stick around last night, 3 days awake kind of took its toll"
1,#followfriday @tvtropes It will ruin your life.
1,One of their songs makes me kinda horny
1,@RAWR_Lessey_ anyway  how was the party?
1,@SaraWillT I am not mean! &lt;3333  ... See? a mean person wouldn't add the happy face...
0,Leaving Washington. Off to New Orleans... Sorry for the Twitstorm - I'm bored at the airport.
0,@sirenita_varada I'm thirsty.
0,"@MrAdamLambert normally i would be happy to see your tweets this morning, but since i found this isnt really you, not so much."
1,@Franner_tastic Your having a convo with Brian how cool
0,@jeffmahadi T.T Well at least I have Liar Game to keep me company for a bit until One Piece n ES21 shows up. ES21 is ending soon methink
0,wow... I need to recharge and try again  FAIL!
1,@SoulpitchDiva ther ya go. sprinkle dinkle and positivity
0,@HappilyBarefoot I can't stop thinking about her.
0,Is missing out on def leppard  and possibly poison? But still... def leppard?!
1,"@DustBuny: being today and all, WE'RE GONNA USE THE FORCE to make it happen!"
0,Dennis: Tom just beat me 5X playing FIFA09...
1,"NVM. Thank god for auto recovery. I didn't lose a thing, uploading video soon."
0,Is the sun out in Nashville today? I am stuck inside.
1,"@Muddkids  yep working on a robot- sort of retro style, but there are too many opinions about it 'round here  kid's with a voice! hmph!"
0,second day of summer school.....ten more left
1,ouvindo 'Not Alone' (McFly)
0,"I saw ghosts of a girlfriends past, i cried,  its was cute haha i was bawlingg!!!"
1,testing wpads ... seems to be a nice plugin  #wordpress
1,Just got back from seeing #UP  It was amazing!
0,going home after work to pack  moving this weekend... anyone that wants to help is more than welcome lol
1,loves the pics taken in the supermodelme.tv event last Friday!  http://plurk.com/p/117erk
0,I'd rather NOT go back to work tonight. The last two have been rough. Twelve more hours just might kill me.
1,Mission accomplished. Hair is now Burgundy
1,@rebeccamezzino hey perv! he he...you can get away with it-ur a bit of a stunna hey!
0,"@pembteaco Sadly mine is flour, raisins and a pile of dirty dishes"
1,@ourxtimenow Yeah haha me too! but I loved that one a lot!  PS....Are you going to write Demi a long Twitlonger message ;)
0,"I miss my boyfriend tremendously, every time he leaves my house  I love him so much."
0,"@hisydneyxo i know, saddd day"
0,doctor says i have a gastrocnemius muscle tear. NO half marathon next week. physical therapy stat. SAAAAAAAAAAAAAAAAAAAAAAAAAD day...
0,@LexiStarGirl hahaha. (:  guess its not a fix.. but no shaun  lol
0,@Reynolds_x i cant find it now
1,@nicksantino will you be the life changing ginger that I need?  haha.
1,#iremember ehh the last month? i'm only a little over a month old :/ O.o just started making memories
1,"@BIGGC_  why, what do you call it?"
1,"Its a great feeling when you run into the wrong person... it makes you feel good, because you know you are with the right person"
1,Off to the soccer game! So excited!!!
0,is off to work now          Bye for now my darlings but will tweet you later!
1,yay! polaroid back loaded  fujiroids shall be mine!
0,Globe just called me. The woman said that I can't have a free handset yet. I will have it the next few months!
0,"@bucketreviews i usually watch the Tudors on showtime, but my favorite wife was killed off last season so i've haven't been tuning in"
1,@06eleven hellooo! you are quite the twitterer aren't you  Howre you going?
1,@ismangil thanks for the follow back.
1,@sandy195850 That's me set up for an exciting Sunday lol
1,"Going to the cabin in the mountains for long weekend, no internet just bears, coyotes and big squirrels"
0,@Arby_K niiiiiiiiiiiiice... man i would really miss tht...  so who all will b there?
1,Morning everyone!!!
1,@mileycyrus my sis has the same louis vouton bag as you  well same size and pattern- lol-she got it from her fiance b4 a ring haha.
1,"@MariahCarey I cannot wait to hear the new album!! It's going to be amazing! And you're hilarious, Mariah! I love u, adore u and enjoy u!"
1,@Raynadya halloooooo thankyou follow nya yaaa
1,@BreeSymone  HEY GIRLY
1,@msroxxyslim your most def invited!  got your bathing suit ready??? two piece only tho dear.
0,"getting a make over was the plan, but getting dark wasn't...  few hours of cricket under our sun and your a gonnar in the color department"
1,@RealLamarOdom Listening to a certain Queen song and eating some M&amp;Ms in your honor. Congrats!
1,@eddus  Well four minutes of tidying up is better than three
1,In cleveland in the nicest fucking hotel ever. With my baby
1,@xoClaraxo hmm that sucks lol have you voted for him ?
1,"@scodal  yeah I saw, looks like hard work, But I would know  whats upp handsome"
0,skipped a biz seminar today due to being kept awake all night with a cough. I'm not &quot;sick&quot; but this at-night-only coughing needs to STOP!
1,"Woo, Jacqui Smith has gone!"
0,@jpcheuk swedes really suck!  poor nadal
0,@mindlesseliza nope. I'm just watching Friends and i'm going to watch last part of O.C. California.  -sad face-
0,@moonfrye please pray...my ultrassound only showed a gest. sac and yolk sac but no baby yet  i'm scared and go back in 2 weeks
0,@alastairj yeah I've noticed that very annoying
0,I want to see Lauren
0,has finished her exams! can't believe the relief i..&amp; knowing you're already in winter semester (week4) &amp; have an essay due in 3 days
0,UGH I hate packing!
1,"@daveybarnett it's worth a trip to Bean for a curlywurly milkshake anyway, wi-fi is just a bonus"
0,Fudge.... Just BS'd that whole paper.... So tired.... Ugh I hate school.....  time to sleep!!!!!!!!!!!
1,"People said I went loopy today, I could agrue saying I was already loopy, cos it's an offence to be thought of as sane"
0,Can't believe I just watched the last ever episode of Pushing Daisies  It was such a worthy ending though â¥
0,back from my sister's high school graduation ceremony.  Can't believe it has been 7 years since my own...I miss high school
1,@matthew_west one day the hubs and I WILL take one of those. There's actually a missions cruise that we want to go on. It has music too.
0,i hate revising
0,all hopes are not lost  @gulpanag are you following IPL?
1,wants free things  that'd be coolest. @jaymieYO i miss you
0,"misses Ross, sleeping with his t shirt just isn't the same  only 31 more hours to go!"
0,"@ProNotion Good luck, I just received the report, it was a good year so  No fun at all"
0,is doing the meeting dance...all day.
0,@lilblacktombo  from what I am seeing it is some horrible person using the hoobastank name-  probably a fraud
0,Why do my friends feel as though they don't need to bring gifts to my house warming...A mess
1,@grrleigh @relyme @dreamsequins @craftyasparagus @stylish_in_dc @retrochick_uk belated thank you for the follow Fridays!!
1,"@martinlindell oh yeah, that monkey sure is getting his freak on"
1,Carpe diem quam minimum credula postero ï¿½ &quot;Seize the day and place no trust in tomorrow&quot;. Enjoying the long weekend.
0,"@themainecanada  Nope, he won't be. They will have a touring guitarist, a friend of Singer's. I forgot his name."
1,blogged:  How To Create A SetTimeout Function In Silverlight  http://bit.ly/HqbT0  because you know you miss javascript.
1,1st attempt to twit
1,Who gets to wear the most hideous outfit for work ever? That'd be me
0,Don't foget Sweetwater GearFest starts FRIDAY! Wish I was going
1,"@Tigerlilly775 ha ha you will LOVE True Blood, it's so sexy!!!!  It drives me panty wetting crazy"
1,when it gets dark im going to crank this album right up
0,Totattly wasted a Saturday getting drunk but the burrito from the great lost bear absorbed all of it sooo going to bed soberish.
0,@tommcfly tell me about it your tweets have been helping me stay awake on a night shift  nearly home time now though xx
1,Between too much good food and too much culture I'm puggled!  Bedtime me thinks....
0,@Brixenivy I am lost. Please help me find a good home.
0,Well the drywall finisher is sick so no progress today.
0,Can't figure out why some of my bloggies can't access my blog - Grrrrr.
0,"A good lesson, don't put slightly damp closes in a hamper. I had to rewish everything"
1,"@holymully  I'm in New York right now...well, right near it actually  Close enough! lol"
1,@sweatlee You're back  Have fun!
0,"anywho, i have work"
1,@sdotkdotc of course
0,this is not fun at all
0,not happy at all  wants to cry i hate people who are mean to me
1,Coffee isn't working...someone get the jumper cables!
0,Bah...work...I don't wanna work
0,Charysh is leaving
0,@mariecyphers hmmm I don't have a hairdresser here in tga.   I don't know where to go. I just keep going to Just Cuts instead!
0,Babe......come get me
1,About to watch Nick and Norah's Infinite Playlist with some Starbucks
0,I just wasted my 800th update on ana      ..... ANA
0,i am soooooo tired and i'm late
1,@reddhed The pics should be up later today at www.dosriosrestaurant.com!
0,@joanneeex SHUTTUP.  my mom thought it ends at 12. ._____.
0,@jonas_twilight3: that i even lyke lyke him
1,btw total :sitting home ON REPLAY!!ALL NITE 'i need u wit me babe cant c u leavin me babe cus i dont noe wat other road i wukd go'  l8R
1,@RamsesJa Thank you for making my entire morning!! I hope the same for you
1,Is happily exhausted from the Reid show.   That was soo much fun   Now my FACTOR grant is done and I can mail it off...
1,"Gotta go for a couple of hours guys. Leave messages, love, hugs and licks for me to come back to"
1,Boba!!! It can make everyday a good day
1,Freedom comes from seeing the ignorance of your critics &amp; discovering the emptiness of their virtue. I have been free for over 3 yrs now
1,Back to hotel  I am old. Lol
0,dude my boy zach thorton lost his shut out!  chivas still up 2-1 vs dc united. he went almost 7 games without being scored on.
1,Yay for Victorias Secret! I saved a good chunk of money. Time for tennis. I think I'll go get a bagel real quick  I'm here early
1,@big_blue_wolf Nope; I stupidly read it as trainer. My bad
1,Congratulations to the Orlando Magic for an AMAZING season! We're saving the championship for the new arena
0,@leesh83. So what  lol lol http://myloc.me/1omp
1,@ISilhouette I love that verse
1,"I love German women! Classy, Beautiful, Eligant..."
0,something is NOT right
1,"@luishandshake listening to your new album, soo good"
0,"@MarkRCameron great artwork, I can only sketch my designs sadly"
0,i was mad but now im sad  boo hoo!
0,"@day_b Good, Im trying to find an audition song!"
0,Insomniaaaaaaa..... all night trying to get a sleep... no luck... and now have to work
0,About to come face to face with a needle
1,About $180..next weeks paycheck will take care of that
1,Watching Bridge to Terabithia with the kids....amazing movie for young and old
1,I think she wants me back and you have no idea how happy that makes me but it'll have to be after her and ryan fad so ill wait
0,"@Yeti_Antics Yes, indeed. It really ruined my day, but it is now fixed. However, it's taking the entire night to get it decently cool."
0,im bout to go to bed gotta get up at 3 am
1,is in Bali right now. Impressive island
1,Selected for the Vandamiss project! Woohoo!
1,More coffee I think
0,wow i just slept till 2pm..again... good job me
0,sister was just admitted to the hospital...waiting to hear how bad it is
0,I think i'm sick
1,A fun snowed-in in Denver follow... @JJNextGenTV #followfriday (via @TourDeTweets) she is a good follow!!
0,@gsob822 yes and i answered. maybe he's not breaking free  lol
1,"Yay, it's over! Only lasted two hours this time."
1,Sailor Moons at the CAC
0,the sun is leaving me
0,@Mr_PaulEvans: I'm thinking so sweetheart. I shouldve made it a redbox night
0,Is working hard today!!  Kinda wish i could have stayed in bed though.  I hate having to get up on cold and dim days.
0,I likes it! My monster in creepers! haha
1,@BeautyByBrooke its feeling okay lol thanks.  How are you today?
0,Sounds painful. Will you be able to get it fixed at the dentist?
1,"Wasn't able to watch the Lakers game. Oh well. At least, they won"
1,@FakerGigi im good. just painting my nails
0,must stop playing farmtown and actually write something
0,"Why is it hard f0r this person to understand?!? lord, i got bored expaining!!! AaaaaaaaaaaH"
1,"@perezhilton interviewed by Psychology Today, that's interesting  http://tinyurl.com/csomgf"
1,Photo: With Bitoy a Filipino Celebrity this was taken at his show called Bitoys Funniest Videos  http://tumblr.com/x1n1ws8k4
1,@Maineeventmnp I am....n I need 2 get out the house now that I have a sitter!
0,Is grieving that he will be unable to attend http://www.advance09.com
1,@tharvin if I get addicted I'll kill you
1,"@IanAspin Hi Ian, oh yes.... got plenty of running planned!!    What's your weekend got planned for you?"
1,@spillersrecords Llawn by nos sadwrn bach
1,@madformanhattan Yess i'm also a fan of chanel !! its amazing
1,@sunny525 I thought so.
1,just have to endured 20 days more
1,"@shandrab Yes, slept great thanks, and sleeping a little longer each night too which is good"
0,"@Karamelb0dy I'm quite great today, just bored. I need a kick it buddy"
1,Ridin in the caddy... wtf the bars close at 2:30?! Thats tricky
0,@examancer How's the new phone? I almost got one til found out I had to have everything plan.
1,@mikecarlito hey mike!  its me.  makin sure you got me.  imma send you those pics.    had some fun!
0,@brooklynblack just blah...this weather and im annoyed.  fix me boo.
1,"just watched Degrassi, can't wait for the new season  #iremember when amazeballs! wasn't on trending topics, haha wat are they?"
0,@vexedinthecity  http://bit.ly/wdqfO
0,Eating dinner in Vegas.  It's our last night in Vegas
0,"@sp0rk Well, was."
0,@greercadie yeah i'm a sexual lil girl
1,"ok tonight cannelonni and apple pie, Who comes to eat?"
1,reading a novel
0,@PrettiNerdi had to buy it the other shit aint wanna work
1,"@MaestroFM Hey, thanks.  I've just checked out the playlists, they're awesome.  Definately the type of music I'm into! Thanks! x"
1,Off to Hershey Park with a friend I havent seen since last summer!
0,"@beapolicarpio sorry, babe. got distracted."
0,its about to start storming outside....
1,"Goodmorning all my tweeps! Finally woke up at a decent time today. Hubby going up north for holiday weekend, I'm staying home with dogs."
0,TGIF follow me its so woth it... today wasnt as hot as yeaterday though. i got sunburnt!!  xxxxxxxxxxxxxxxx
0,@jmock I have so much sympathy for you right now.
1,Going to start a &quot;Would you rather...&quot; of the day.
1,Got no where else to go.
1,"if I lived in north america, every week id be on a different tour"
0,"Oops, sorry about that - playing with a scanner and the cursor was in the wrong window"
1,@Mijiky Yeah! I Pinky promise dude!!
0,@rachelgogan I know! I was very annoyed!
0,"@shasashabrina No, he chatted with me on FB. So, what are u guys doing? Must be fun"
1,@FMGFocus: ha ha ha  tweople.
0,I want an apple with cinnamon but my mom took the last one
0,@_matthewow_ hhaa! Yeeah! But its kinddda sadd
0,my twitterfox appears to be a bit broked
1,"listening to the grain, wine &amp; oil"
1,@Acne thanks for followin  x
0,@Trixie78 HAPPY MONDAY! I think there is no better way to start a week than with passive agressive e-mailing! Lucky you!
0,thinks that it's too hot to be at work
1,out at my friend's &quot;un-graduation party&quot; bbl sexy people
0,"Hey f**kers! This is the perfect weather for sleeping... but not for me, why? I has 3 ppl in this house that feel the need to wake me!"
0,Tech theatre owns my soul
0,at work got sore mouth after having a tooth out
1,Fuck you @chelsealush! Just kidding. You enrich my life not fuck it up
0,there is seriously some problem with my EARS
1,"@DebbieFletcher:Hey debbie,How are you ? YouÂ´ve got a nice picture  xxx"
0,"@Emerald333 London? I'm going home for a week, I haven't been home since Christmas"
0,The guy next to us makes bowling look so easy and im struggling..
0,@JDE523 awwww :-/  was he uncomfortable??
1,Oh noes! The TV is broken  No red standby light or anything... checked the plug fuse... now to the inside
0,Totally bummed about not attending #140conf
0,Edna thinks im a 5 year old since i play with balloons
0,So several of the apps aren't compatible yet with the new version which sucks..miss my B2
0,"Well it's time to go home, and say bye to vacation"
1,fabi is sitting next to me...what are we going to do today??? havin' fun...  he's playing with my ipod -.- ;)
0,Argh... 40 min until my video gets converted on Vimeo
1,@x3Lovebug my summer holiday it`s in 10 days. i `m so excited too
1,@Epiphora oh noo!! I'm sorry to hear that! (also - I got your super exciting scandalous gifties!!!! I can't wait to try them!!)
0,Has to pick up his rental car at the goddamn airport because his mom stole his real car
0,@CodeRedfc I heard about those F1 split rumors yesterday... this can't be good
1,@ahoova u might wanna try http://flirt140.com
0,not feeling the slightest bit inspired to write posts on my blog anymore
0,@theapplejuice no mai stato in usa
1,@StewartKris I'm such a big fan of you! If you only knew !
0,@chadfu but then i lost focus.
0,I shouldnt have come into work today. Everything is kicking in again
0,Gotta live with this crappy laptop for now... It's freaking slow and laggy! Wonder when will my computer be fixed.
1,"having blueberries, raspberries and pineapple for brekkie... YUMMY!!! off to work 6 hours!!!"
0,"@Its_Krissy3 yes sad but true mikey show just reported that, hey since were skating on thing ice i say skate and lets break more records"
1,@mknisely Get a Mophie or InCase extended battery!
0,"Hi I am in city centre mall now, lunch break ... and going back to office"
1,@devinmichelle | hahahahah damn! you're still merch bitch!!.. even on your birthday.
1,"Like this learning these concepts: &quot;Take your time, experiment,and have fun.&quot;"
1,@william_control you were amazing tonight! loved every second of it!  xxxxx
0,Cannot believe that Susan Boyle was beaten on BGT  http://tinyurl.com/nebzyh Diversity were kind of good I guess http://tinyurl.com/lp99mu
1,@AnchMorpork ?? ??? ??????? ???????????? &quot;?????? ???????&quot;...
0,is feeling like hammered shit and wants her boyfriend to get a proper job so that she doesn't have to go to bed alone every damn night.
1,"@elishacuthbert In calgary alright right now, moving to Phoenix in a week.. gonna love that! once 100 degree temps cool down."
1,I'm such a happy girly. I think that means it's time for candy. Joy! Fun! Love! Smile!
1,@LuisaFranklin I love that quote. Sums me up &amp; my attitude totally
1,going to eat pizza tonight!
0,ohh my last day of being 24  do i have to get older i guess so
0,@James_Ley aw  its fine im here yay!
0,@RaqC it wuzzz nuts! i just got home n got me sum grub! no bueno since last time i ate was at 830am
0,grrrreat! they hired novelty tits twin sister.. can you say &quot;no shifts for alexis&quot;?! i need to find a new bartending gig soon
0,"Just kidding, I do have to work tomorrow"
0,oh and is still annoyed she can't seem to find if swedish TV will air the Tony's
1,@vinnipukh its too l8 it was right outside in the fields infront and behind us!! i love it just bout 100m away awesome
1,"Just had a good workout. I spent yesterday mopping/vacuuming the whole house, so today I can hang out in the sunshine"
1,Ham &amp; Zarif came over my house just now
1,@SouthwestAir Your rapping flight attendant should definitely MC the video- I hope i'm on one of his flights soon   http://twurl.nl/23h5bo
0,It's light out and I'm not home from work yet. Boo.
1,feels refreshed now that I talked to my Daddy... i love him so much!!!
0,wishes you'd go online already.
1,"@The_Real_Luigi relaxing weekends are important, to become energy for the next"
0,I couldn't tweet anymore
0,oh dear! I have a hangover but I have so  much to do today
0,Buy it this mornin  anywys agh this day passed on so quickly! I barely noticed the time! I hate wen it goes way quickly..u can't state an
1,Wish id had that good taste in music at 16   @SolangeNoir: &quot;@elocio: my favourite song when I was 16!&quot; ? http://blip.fm/~73wfz
0,"Awoke at 11:11, Regina hath blessed this day. Now I must buy Mr Muscle- cleaning day"
1,drinking ginger peach green tea from Stash Tea Company  http://bit.ly/h8LRl  #steepster
0,"@Devangel74 Anyone with half a brain knows you would never hurt anyone intentionally. Unfortunately, it's part of life"
1,"@EverybodySafe Looks very nice, very pastoral and laid back...perfect for a Hippie Chik!"
1,@Grace_Coppinger good woman nah im not in til saturday now so gota fill my week up or il die of boredom ha .. shud do sumtn b4 ya go ..
1,@ecachan haha. if Thurs also can. No problem.
0,@michellexhannah i can't! i have no ride
1,revolution was good
1,Enjoying Mother Daughter night at the salon
1,@MeiNg I like this song too
1,"ROCKSTARS!  work bought pizzas for everyone... and it just happens to be my bday, so i'm pretending they did it to celebrate me"
1,"wow Macquarie Uni FB Group, 5000 members - wonder if marketing know about that ...  g'night planet"
0,has just covered my boy in camomile lotion. He has chicken pox poor thing  x
0,@mediaphyter I sent myself an invite to have the number. Maybe it changed after that. I'll just download the podcast when I get home
1,Still reading articles..   *is tired*
1,nite twitterville  workout in the am  -ciao
0,@dontaaa: nooo! i'm going home that weekend to deal with some naturalization things with my family  how about thursday night or something?
1,"Just de-activated facebook account, removed app from iPhone.. a good feeling overall really"
0,finally at the office. BUT I HAVENT HAD COFFEE TODAY. way to start my day..NOT
0,"The timber has arrived, tough work lifting it from street into garage.  If the weather gets better I might be complete in June #fb"
1,is hanging wiff zoe  &amp; thinking..as always
0,wow these r the times i wish i had a man
0,@mattgarner :o not the iPhone I'll do anything to save it anything you want please just don't hurt it  it's  red case is already cracked
0,I'm tired. Just... so tired.
1,@oceanUP Love all your Updates  Nice twilight trailer I Saw it yesterday
0,My body isn't used to breakfast. Had some cereal and milk this morning and it rocked my world. Might not hit the gym at all today.
1,"Sleepover with Ricki &lt;3 making music video to songs. haha  looked back on our ol dones, hilarious! she threw a blanket and knocked over"
1,'jones beach 1988...come on!'
0,Awake. Such a busy day! And its yucky out. That stinks
1,@meloearth Oh hehe
1,gonna eat with the besties for dinner.  i'm a fattiee
0,@aussiemcflyfan yeh i meant your sisters dog  well i hope she is going to be ok! x
1,"Mmmm, yessss! (iheartyou!) Waking up early to go volunteer at a childrens home."
0,@pinktank1 I'm all out of honey &amp; the shops're shu.  I've been making lovely hot toddies &amp; they ease it for a while. I'll get zinc tabs.x
1,@nanouke come see me up here .. i'll put a smile back on your dial sweetness  *hugs*
0,Really wants to game for her birthday but doesn't have any game peeps in Memphis.
0,Finals then off to turkeyyy  i love youuuu&lt;3
0,@Boyislost They seem to be a few mins behind sometimes. Sorry.. I keep refreshing  Are you going to bed?
1,Make that Carradine
1,@beebalmdancer @groton saw pj back in 98... Good times! theyre playin outsidelands the night before dave!
1,"@mini_bird I'm your first post. As Jane told me, follow, follow, follow, it so much fun. Check out who I follow and add away."
1,"@leeyinharn Heh, hey Sil! Nice to see you.  My Twitter's not terribly interesting, though, I have to say!"
1,@lovinglifelady those are beautiful
0,"frustrated because the website to do my homework has been down all night!!! So, I can't even do all my work!"
1,"Well I'm outtie, night Twitter, you done me good."
1,@neethiisaac ha ha.. Will make a mental note of that!  it was actually susy who figured it out! Smart one she is i say!
0,I don't think I'll be eating again any time soon
0,"@chakreshm Yeah, that's what I thought and said him. Maybe it's more costly"
0,"@babygirl0933 I dunno if your being racist, or dumb"
0,"George, Devin, and my little bro are watching &quot;Whale Wars&quot;...it's just too sad, I can't watch"
1,@loveyea So I have to ask what was that like watch us work it there???
0,was at the doctors this morning...  i have bronchitis....being sick sucks
0,"My Mum had a minor stroke last week  I am worried for her, she has been my only family since I can remember. God bless you Tamilla."
0,No One Wants to Talk to Me
0,Doing laundry and cleaning my house today
1,has found inspiration somewhere rather surprising
1,@scottthepainter those are my DUDES! tell them i say &quot;waddduuuuppp!&quot;
0,@ollielu I am lost. Please help me find a good home.
0,i got colds.
1,@mynameismo lol  Something warmer too I imagine.
1,@SonnyLovato ugh D: do you know anyone else? im sure you do
0,@Yonodactyl  don't be like that lol
0,Went to the lake yesterday! Got sunburn  and Justin's dog tried to eat my arm. It hurts. -Stupid Lamb-
1,"@newthoughts That's right, we are the cyber women, manipulating reality into our own creations"
0,@InnyVinny  I'm sure he's proud of you
0,"is feeling stressed and worried,"
1,i shouldn't be allowed to drive on the freeway. had about 6 near death experiences &amp; at least 8 death stares. way to start my morning off
0,"Friends have gone home now    Watching Britains got Talent, Stavros Flatley rule! Too Grand is Too Cute and Flawless should Win!"
1,@kittynel Go ahead. I saw it at least 10 times.
0,"@CannonGod I'm not sure I can make it for a drink afterwards, would like to but have an early start on Friday  Shame you can't make it!"
1,@MarcusRomer indeedy! great minds think alike and all that!
0,note to self to never climb to the attic wearing a new white tee
1,"@MoragD how CUTE are they!?  mega head costumes too, way beyond the old headbands i saw"
1,@LouFCD And thanks for the compliment.
0,not a good day in the hot as hell state
0,girl on my team broke her nose  BLOOD EVERYWHERE. rough
0,"@ASHSTUHHLEY thanks for being such an active twieeter, if it wasnt for you, i would get no responses on twitter  so you get my 300th tweet"
1,@flowershoes You're most welcome! Have a fabulous day!
1,ohhiamjeffrey
0,being sad    cuz___
1,@ChrisMelly @AnoopDoggDesai definitely recommend y'all watching THE HANGOVER movie.. =D hella funny! will make u laugh NON-STOP!
1,@DrTaJ Is it a plastic Biro or a Platinum Fountain Pen? I find the shrpness of one to be...Let's just say... Lacking
0,"@Laura330 isnt it amazing weather!! im dun to a crisp also lol bit too much today,but not tipsy  lol"
1,I have something exciting cooking up  I hope everything works out
0,staying home to do jh presentation  sis and mom are off to shopping
1,@spinnawitz Consider yourself beeped. Have a great day!
1,@Mofobro hmm the last line seems strange
0,waaaah hate it - wanna translate &quot;illocutionary&quot; and it tells me &quot;illokutionÃ¤r&quot; - awesome - now I'm smarter
0,Off to The studio ... I'M SO TIRED!!  Lol
1,"@ldave Dave, you want to see what I dish out hahaha"
0,rose: &quot;so do you think i would suit a bike then?!?&quot; jaimee: &quot;well you wouldnt be allowed one anyway so whats the point?&quot;
0,FML. MY IPOD SHUTT OFF. NO IPOD SCREEN AGAIN FOR AWHILE. EFF MY GHETTO IPOD  P.S EXAM WONT BE RESCHEDUALD. i like caps lock
1,"@headsparks you know what, every one of those MacBooks and MacBook Pro's have internet &amp; a webcam! Just sorta hard to hear video chat"
0,@Cheaty  when will btrendie be available in Canada.All it does now is break my heart.
0,"@sarahcotter i reallly wanna go back  its agesss till the next one, unless we get a pub invite lolz"
0,"@scissorfist yes, because obviously you just whore around with random, older guys.  what. the. hell.  facepalm."
1,@maoxian:  re &quot;greatfirewallofchina.org&quot;. Loved that finding!  Cool stuff coming out of the Chinese policies.
0,i need a lil nightlight this is the only time I have to read my books! when leanne is off to bed!
0,Damn I need to see Transformers 2 FAST! But unfortunately I have other more important stuff to do
1,at work..
0,@coreygledhill aha I know.
1,"@dougiemcfly hey dougie  thought you would be the best one to ask... what are some names for lizards. i may be getting one, i wanted YODA!"
1,givinallmyluv2u thnx! I just got an A!
1,@thescript come to ireland
1,@joeymcintyre my daughter keeps asking me when we got to go ask people for books!  Gonna put an add on local TV! Drop off at Firedepo!!
1,@OkLeatherCub whats this joyous news i hear
0,"@Tsukihysteria   That sucks...if you make promises, you really need to keep them...nothing worse than a broken promise."
0,@sweetlyaroundme ps I woke up this morning and I cant access any websites!  or I havent cleaned my computer completely
1,@sabbygreyes thanks sabby
1,"@kirstieh and they did the doubles, winning the respective cups  lol"
1,"Tina left for some sunday brunch, so I guess i'm gonna go and shower then take dog for a walk. It's really nice out"
0,Still not asleep. Now have The Chicken Dance stuck in my head.
0,"oh crap, the new iphone doesnt come out till the 19th"
0,Uhm where did ya go @ESCALADE53 No tales of wat happened n M I AYo!! Lol all well lol
1,"@mztania oh, hey thanks! must be more interesting today."
1,"just downlaoded jonas brothers' new album LVATT via torrent.it took an hour and a half, but it was worth it"
0,@DylanDForeigner ((cont @PrettyRoyalT)) or any top consulting firm for that matter. I talk to a guy from Mekenzie (sp?) Yale &amp; Harvard
0,i'm playing computer games and i lost my car somewhere in a carpark..
0,The first time we'd been out together since last August.  I wish we would've held out just one more week for Year One.
0,@lurrvely I didn't see it!!!  They were sold out
0,"@Jesstjit iyaaa panjang ceritanya jess. He changed a lot, I want the old frans, jess"
0,today i heard something that made me sad
0,R.I.P. Farrah Fawcett thats really sad
0,sat in college bored as usual
1,Cup of Noodles. Beef. My favorite.
0,great! now the electricity is out!
1,.@karinyoshida International Children's day - what can we do?
0,i really want some foood. headache starting.
1,@Rubyannm  you make me smile!!
0,@lewisusher Hey just got ur msg had already left on epic bus mission o.0 Finabah were on late so wouldn't have got there  next time lol
1,@thedallasstars it's great to see Bouch and Guerin playing! (and was great seeing Jussi too
0,@itsTyraB 3 down.. meaning 3 STRIKES so now I'm hurt
1,@MuskovinPhoto wow that's amazing I hear it calling me too
1,Coffee time !
1,@jackhenryy &quot;Tweet Dreams&quot; made my day!
1,"@EmilyLatka Well if that's the case, then we're both losers!!! ENJOY! http://bit.ly/15AsPx"
1,"@mileycyrus good luck in Germany, Miley."
1,@smorgs87 shaking my head
1,@Impala_Guy Take care my sunshine and i hope you have time tonight for a beer or two  Bye Bye
1,"@spiderogumi_ put the proof up for the orders i did.  i love those videos, i wish i could watch them. Â¬Â¬"
0,omg. CNNMobile text: Bodies have been found from d Air France that crashed in the Atlantic.  sad. sad. God bless their souls.
0,@Jitterjugs awww It won't let me open the link.
0,"@BIGGC_ Damn straight. I wanted to try that tweet audio, but its only for IPhone &amp; ITouch"
0,Dang it Brewers...you never play well on national TV!!
